MAP=/home/rosmaster/MarvelmindSoft/Dashboard/linux/x86/maps/map_2021_05_11__2020.ini
1620764421454,1407779,5599673,4,16.828,-29.884,0.000,3,1.293,5,1.487,255,0,0,0,0,
1620764421875,421,5600094,4,16.827,-29.885,0.000,3,1.292,5,1.483,255,0,0,0,0,
1620764422167,292,5600386,4,16.827,-29.885,0.000,3,1.290,5,1.486,255,0,0,0,0,
1620764422985,818,5601204,4,16.827,-29.885,0.000,3,1.292,5,1.483,255,0,0,0,0,
1620764423293,308,5601512,4,16.827,-29.885,0.000,3,1.292,5,1.481,255,0,0,0,0,
1620764423475,182,5601694,4,16.827,-29.885,0.000,3,1.293,5,1.483,255,0,0,0,0,
1620764423607,132,5601826,4,16.827,-29.885,0.000,3,1.293,5,1.483,255,0,0,0,0,
1620764424328,721,5602547,4,16.827,-29.886,0.000,3,1.291,5,1.488,255,0,0,0,0,
1620764425076,748,5603295,4,16.828,-29.888,0.000,3,1.293,5,1.490,255,0,0,0,0,
1620764425305,229,5603524,4,16.828,-29.888,0.000,3,1.292,5,1.486,255,0,0,0,0,
1620764426085,780,5604304,5,15.650,-30.790,0.000,255,0,0,0,0,
1620764426085,0,5604304,3,17.751,-30.790,0.000,255,0,0,0,0,
1620764426241,156,5604460,4,16.827,-29.888,0.000,3,1.292,5,1.488,255,0,0,0,0,
1620764427193,952,5605412,4,16.827,-29.888,0.000,3,1.291,5,1.488,255,0,0,0,0,
1620764427429,236,5605648,4,16.828,-29.887,0.000,3,1.292,5,1.483,255,0,0,0,0,
1620764427697,268,5605916,4,16.828,-29.886,0.000,3,1.292,5,1.487,255,0,0,0,0,
1620764427844,147,5606063,4,16.828,-29.886,0.000,3,1.291,5,1.488,255,0,0,0,0,
1620764428301,457,5606520,4,16.828,-29.886,0.000,3,1.292,5,1.488,255,0,0,0,0,
1620764428457,156,5606676,4,16.828,-29.886,0.000,3,1.294,5,1.490,255,0,0,0,0,
1620764428621,164,5606840,4,16.828,-29.886,0.000,3,1.291,5,1.485,255,0,0,0,0,
1620764428838,217,5607057,4,16.828,-29.887,0.000,3,1.290,5,1.487,255,0,0,0,0,
1620764428988,150,5607207,4,16.828,-29.888,0.000,3,1.291,5,1.483,255,0,0,0,0,
1620764429350,362,5607569,4,16.828,-29.888,0.000,3,1.292,5,1.485,255,0,0,0,0,
1620764430968,1618,5609187,4,16.828,-29.888,0.000,3,1.291,5,1.486,255,0,0,0,0,
1620764431113,145,5609332,4,16.828,-29.888,0.000,3,1.293,5,1.485,255,0,0,0,0,
1620764431431,318,5609650,4,16.828,-29.888,0.000,3,1.292,5,1.485,255,0,0,0,0,
1620764431888,457,5610107,4,16.828,-29.888,0.000,3,1.294,5,1.484,255,0,0,0,0,
1620764433075,1187,5611294,4,16.829,-29.888,0.000,3,1.292,5,1.487,255,0,0,0,0,
1620764433215,140,5611434,4,16.829,-29.888,0.000,3,1.292,5,1.486,255,0,0,0,0,
1620764433443,228,5611662,4,16.828,-29.886,0.000,3,1.291,5,1.488,255,0,0,0,0,
1620764433700,257,5611919,4,16.829,-29.886,0.000,3,1.293,5,1.486,255,0,0,0,0,
1620764433882,182,5612101,4,16.828,-29.886,0.000,3,1.292,5,1.487,255,0,0,0,0,
1620764434109,227,5612328,4,16.828,-29.886,0.000,3,1.287,5,1.485,255,0,0,0,0,
1620764434326,217,5612545,4,16.828,-29.886,0.000,3,1.292,5,1.487,255,0,0,0,0,
1620764434608,282,5612827,4,16.828,-29.886,0.000,3,1.292,5,1.482,255,0,0,0,0,
1620764434948,340,5613167,4,16.828,-29.886,0.000,3,1.292,5,1.484,255,0,0,0,0,
1620764435103,155,5613322,4,16.828,-29.886,0.000,3,1.289,5,1.486,255,0,0,0,0,
1620764435325,222,5613544,4,16.828,-29.887,0.000,3,1.291,5,1.487,255,0,0,0,0,
1620764435697,372,5613916,4,16.827,-29.888,0.000,3,1.291,5,1.481,255,0,0,0,0,
1620764435952,255,5614171,4,16.827,-29.888,0.000,3,1.292,5,1.485,255,0,0,0,0,
1620764436079,127,5614298,4,16.827,-29.888,0.000,3,1.293,5,1.485,255,0,0,0,0,
1620764436220,141,5614439,5,15.650,-30.790,0.000,255,0,0,0,0,
1620764436220,0,5614439,3,17.751,-30.790,0.000,255,0,0,0,0,
1620764436553,333,5614772,4,16.827,-29.888,0.000,3,1.288,5,1.485,255,0,0,0,0,
1620764436702,149,5614921,4,16.827,-29.888,0.000,3,1.294,5,1.487,255,0,0,0,0,
1620764437378,676,5615597,4,16.827,-29.888,0.000,3,1.292,5,1.486,255,0,0,0,0,
1620764437440,62,5615659,4,16.827,-29.888,0.000,3,1.292,5,1.486,255,0,0,0,0,
1620764437828,388,5616047,4,16.827,-29.888,0.000,3,1.292,5,1.485,255,0,0,0,0,
1620764438462,634,5616681,4,16.827,-29.887,0.000,3,1.292,5,1.484,255,0,0,0,0,
1620764438807,345,5617026,4,16.827,-29.887,0.000,3,1.293,5,1.486,255,0,0,0,0,
1620764439250,443,5617469,4,16.827,-29.888,0.000,3,1.287,5,1.487,255,0,0,0,0,
1620764439316,66,5617535,4,16.827,-29.888,0.000,3,1.287,5,1.487,255,0,0,0,0,
1620764439938,622,5618157,4,16.826,-29.888,0.000,3,1.292,5,1.483,255,0,0,0,0,
1620764440179,241,5618398,4,16.827,-29.887,0.000,3,1.289,5,1.484,255,0,0,0,0,
1620764440417,238,5618636,4,16.828,-29.887,0.000,3,1.291,5,1.484,255,0,0,0,0,
1620764440429,12,5618648,4,16.828,-29.887,0.000,3,1.291,5,1.484,255,0,0,0,0,
1620764440668,239,5618887,4,16.828,-29.890,0.000,3,1.288,5,1.483,255,0,0,0,0,
1620764440845,177,5619064,4,16.828,-29.889,0.000,3,1.292,5,1.485,255,0,0,0,0,
1620764441083,238,5619302,4,16.827,-29.888,0.000,3,1.293,5,1.486,255,0,0,0,0,
1620764441242,159,5619461,4,16.827,-29.888,0.000,3,1.291,5,1.488,255,0,0,0,0,
1620764441706,464,5619925,4,16.827,-29.888,0.000,3,1.293,5,1.485,255,0,0,0,0,
1620764441803,97,5620022,4,16.827,-29.888,0.000,3,1.291,5,1.482,255,0,0,0,0,
1620764442204,401,5620423,4,16.827,-29.888,0.000,3,1.292,5,1.485,255,0,0,0,0,
1620764442844,640,5621063,4,16.827,-29.888,0.000,3,1.294,5,1.488,255,0,0,0,0,
1620764442930,86,5621149,4,16.827,-29.888,0.000,3,1.294,5,1.488,255,0,0,0,0,
1620764443313,383,5621532,4,16.827,-29.888,0.000,3,1.289,5,1.486,255,0,0,0,0,
1620764443555,242,5621774,4,16.827,-29.888,0.000,3,1.292,5,1.487,255,0,0,0,0,
1620764443851,296,5622070,4,16.827,-29.887,0.000,3,1.291,5,1.488,255,0,0,0,0,
1620764444459,608,5622678,4,16.828,-29.886,0.000,3,1.291,5,1.486,255,0,0,0,0,
1620764444869,410,5623088,4,16.828,-29.886,0.000,3,1.291,5,1.483,255,0,0,0,0,
1620764445010,141,5623229,4,16.829,-29.886,0.000,3,1.291,5,1.483,255,0,0,0,0,
1620764445182,172,5623401,4,16.829,-29.886,0.000,3,1.291,5,1.488,255,0,0,0,0,
1620764445429,247,5623648,4,16.828,-29.886,0.000,3,1.288,5,1.484,255,0,0,0,0,
1620764445648,219,5623867,4,16.827,-29.886,0.000,3,1.292,5,1.487,255,0,0,0,0,
1620764445806,158,5624025,4,16.827,-29.888,0.000,3,1.293,5,1.486,255,0,0,0,0,
1620764446055,249,5624274,4,16.828,-29.888,0.000,3,1.292,5,1.486,255,0,0,0,0,
1620764446466,411,5624685,5,15.650,-30.790,0.000,255,0,0,0,0,
1620764446467,1,5624686,3,17.751,-30.790,0.000,255,0,0,0,0,
1620764446467,0,5624686,4,16.829,-29.889,0.000,3,1.291,5,1.487,255,0,0,0,0,
1620764446671,204,5624890,4,16.829,-29.889,0.000,3,1.292,5,1.483,255,0,0,0,0,
1620764446835,164,5625054,4,16.829,-29.889,0.000,3,1.291,5,1.483,255,0,0,0,0,
1620764447088,253,5625307,4,16.829,-29.889,0.000,3,1.289,5,1.486,255,0,0,0,0,
1620764447453,365,5625672,4,16.828,-29.888,0.000,3,1.292,5,1.481,255,0,0,0,0,
1620764447540,87,5625759,4,16.828,-29.888,0.000,3,1.292,5,1.481,255,0,0,0,0,
1620764447797,257,5626016,4,16.828,-29.889,0.000,3,1.293,5,1.486,255,0,0,0,0,
1620764448174,377,5626393,4,16.828,-29.889,0.000,3,1.293,5,1.485,255,0,0,0,0,
1620764448346,172,5626565,4,16.827,-29.889,0.000,3,1.290,5,1.487,255,0,0,0,0,
1620764448500,154,5626719,4,16.827,-29.888,0.000,3,1.292,5,1.488,255,0,0,0,0,
1620764448645,145,5626864,4,16.827,-29.888,0.000,3,1.292,5,1.488,255,0,0,0,0,
1620764449395,750,5627614,4,16.827,-29.888,0.000,3,1.288,5,1.483,255,0,0,0,0,
1620764449801,406,5628020,4,16.827,-29.887,0.000,3,1.288,5,1.484,255,0,0,0,0,
1620764449887,86,5628106,4,16.828,-29.887,0.000,3,1.288,5,1.484,255,0,0,0,0,
1620764450043,156,5628262,4,16.828,-29.886,0.000,3,1.294,5,1.485,255,0,0,0,0,
1620764450309,266,5628528,4,16.828,-29.886,0.000,3,1.291,5,1.487,255,0,0,0,0,
1620764450657,348,5628876,4,16.829,-29.888,0.000,3,1.290,5,1.485,255,0,0,0,0,
1620764450900,243,5629119,4,16.828,-29.889,0.000,3,1.292,5,1.481,255,0,0,0,0,
