MAP=/home/rosmaster/MarvelmindSoft/Dashboard/linux/x86/maps/map_2021_05_11__1956.ini
1620763013675,3897372,4191894,0,-1409286.000,16777.229,8064.000,0.000,0.000,0.000,0.000,0.000,0.000,5376.000,896.000,-1275068.125,0.000,0.000,0.000,255,0,0,0,0,
