MAP=/home/rosmaster/MarvelmindSoft/Dashboard/linux/x86/maps/map_2021_05_11__2106.ini
1620767182453,101413,8360672,3,15.650,-30.790,33554.434,471664.625,-2018508.500,280393.813,0.000,0.000,0.000,5376.000,896.000,-1275068.125,0.000,0.000,0.000,255,0,0,0,0,
