MAP=/home/rosmaster/MarvelmindSoft/Dashboard/linux/x86/maps/map_2021_05_11__2104.ini
1620767081040,136409,8259259,0,-16777.217,16711.680,16711.680,471664.625,-2018508.500,280393.813,0.000,0.000,0.000,5376.000,896.000,-1275068.125,0.000,0.000,0.000,255,0,0,0,0,
