MAP=/home/rosmaster/MarvelmindSoft/Dashboard/linux/x86/maps/map_2021_05_11__1847.ini
Starting object 1
1620758835281,13500,13500,10,15.650,-30.790,0.000,255,0,0,0,0,
1620758835281,0,13500,11,15.899,-31.392,0.000,255,0,0,0,0,
1620758835281,0,13500,3,17.050,-29.950,0.000,255,0,0,0,0,
1620758835281,0,13500,5,17.390,-30.790,0.000,255,0,0,0,0,
1620758845327,10046,23546,10,15.650,-30.790,0.000,255,0,0,0,0,
1620758845327,0,23546,11,15.899,-31.392,0.000,255,0,0,0,0,
1620758845327,0,23546,3,17.050,-29.950,0.000,255,0,0,0,0,
1620758845327,0,23546,5,17.390,-30.790,0.000,255,0,0,0,0,
1620758855361,10034,33580,10,15.650,-30.790,0.000,255,0,0,0,0,
1620758855361,0,33580,11,15.899,-31.392,0.000,255,0,0,0,0,
1620758855361,0,33580,3,17.050,-29.950,0.000,255,0,0,0,0,
1620758855361,0,33580,5,17.390,-30.790,0.000,255,0,0,0,0,
1620758865407,10046,43626,10,15.650,-30.790,0.000,255,0,0,0,0,
1620758865407,0,43626,11,15.899,-31.392,0.000,255,0,0,0,0,
1620758865407,0,43626,3,17.050,-29.950,0.000,255,0,0,0,0,
1620758865407,0,43626,5,17.390,-30.790,0.000,255,0,0,0,0,
1620758875467,10060,53686,10,15.650,-30.790,0.000,255,0,0,0,0,
1620758875467,0,53686,11,15.899,-31.392,0.000,255,0,0,0,0,
1620758875467,0,53686,3,17.050,-29.950,0.000,255,0,0,0,0,
1620758875467,0,53686,5,17.390,-30.790,0.000,255,0,0,0,0,
1620758885485,10018,63704,3,17.050,-29.950,0.000,255,0,0,0,0,
1620758885485,0,63704,5,17.390,-30.790,0.000,255,0,0,0,0,
1620758885485,0,63704,10,15.650,-30.790,0.000,255,0,0,0,0,
1620758885485,0,63704,11,15.899,-31.392,0.000,255,0,0,0,0,
1620758895520,10035,73739,3,17.050,-29.950,0.000,255,0,0,0,0,
1620758895520,0,73739,5,17.390,-30.790,0.000,255,0,0,0,0,
1620758895520,0,73739,10,15.650,-30.790,0.000,255,0,0,0,0,
1620758895520,0,73739,11,15.899,-31.392,0.000,255,0,0,0,0,
1620758905581,10061,83800,10,15.650,-30.790,0.000,255,0,0,0,0,
1620758905581,0,83800,11,15.899,-31.392,0.000,255,0,0,0,0,
1620758905581,0,83800,3,17.050,-29.950,0.000,255,0,0,0,0,
1620758905581,0,83800,5,17.390,-30.790,0.000,255,0,0,0,0,
1620758915593,10012,93812,10,15.650,-30.790,0.000,255,0,0,0,0,
1620758915593,0,93812,11,15.899,-31.392,0.000,255,0,0,0,0,
1620758915593,0,93812,3,17.050,-29.950,0.000,255,0,0,0,0,
1620758915593,0,93812,5,17.390,-30.790,0.000,255,0,0,0,0,
1620758925633,10040,103852,10,15.650,-30.790,0.000,255,0,0,0,0,
1620758925633,0,103852,11,15.899,-31.392,0.000,255,0,0,0,0,
1620758925633,0,103852,3,17.050,-29.950,0.000,255,0,0,0,0,
1620758925633,0,103852,5,17.390,-30.790,0.000,255,0,0,0,0,
1620758935702,10069,113921,3,17.050,-29.950,0.000,255,0,0,0,0,
1620758935702,0,113921,5,17.390,-30.790,0.000,255,0,0,0,0,
1620758935702,0,113921,10,15.650,-30.790,0.000,255,0,0,0,0,
1620758935702,0,113921,11,15.899,-31.392,0.000,255,0,0,0,0,
1620758945708,10006,123927,10,15.650,-30.790,0.000,255,0,0,0,0,
1620758945708,0,123927,11,15.899,-31.392,0.000,255,0,0,0,0,
1620758945708,0,123927,3,17.050,-29.950,0.000,255,0,0,0,0,
1620758945708,0,123927,5,17.390,-30.790,0.000,255,0,0,0,0,
1620758955735,10027,133954,10,15.650,-30.790,0.000,255,0,0,0,0,
1620758955735,0,133954,11,15.899,-31.392,0.000,255,0,0,0,0,
1620758955735,0,133954,3,17.050,-29.950,0.000,255,0,0,0,0,
1620758955735,0,133954,5,17.390,-30.790,0.000,255,0,0,0,0,
1620758965738,10003,143957,10,15.650,-30.790,0.000,255,0,0,0,0,
1620758965738,0,143957,11,15.899,-31.392,0.000,255,0,0,0,0,
1620758965738,0,143957,3,17.050,-29.950,0.000,255,0,0,0,0,
1620758965738,0,143957,5,17.390,-30.790,0.000,255,0,0,0,0,
1620758975792,10054,154011,10,15.650,-30.790,0.000,255,0,0,0,0,
1620758975792,0,154011,11,15.899,-31.392,0.000,255,0,0,0,0,
1620758975792,0,154011,3,17.050,-29.950,0.000,255,0,0,0,0,
1620758975792,0,154011,5,17.390,-30.790,0.000,255,0,0,0,0,
1620758985832,10040,164051,3,17.050,-29.950,0.000,255,0,0,0,0,
1620758985832,0,164051,5,17.390,-30.790,0.000,255,0,0,0,0,
1620758985832,0,164051,10,15.650,-30.790,0.000,255,0,0,0,0,
1620758985832,0,164051,11,15.899,-31.392,0.000,255,0,0,0,0,
1620758995890,10058,174109,3,17.050,-29.950,0.000,255,0,0,0,0,
1620758995890,0,174109,5,17.390,-30.790,0.000,255,0,0,0,0,
1620758995890,0,174109,10,15.650,-30.790,0.000,255,0,0,0,0,
1620758995890,0,174109,11,15.899,-31.392,0.000,255,0,0,0,0,
1620759005951,10061,184170,3,17.050,-29.950,0.000,255,0,0,0,0,
1620759005951,0,184170,5,17.390,-30.790,0.000,255,0,0,0,0,
1620759005951,0,184170,10,15.650,-30.790,0.000,255,0,0,0,0,
1620759005951,0,184170,11,15.899,-31.392,0.000,255,0,0,0,0,
1620759015987,10036,194206,10,15.650,-30.790,0.000,255,0,0,0,0,
1620759015987,0,194206,11,15.899,-31.392,0.000,255,0,0,0,0,
1620759015987,0,194206,3,17.050,-29.950,0.000,255,0,0,0,0,
1620759015987,0,194206,5,17.390,-30.790,0.000,255,0,0,0,0,
1620759025988,10001,204207,3,17.050,-29.950,0.000,255,0,0,0,0,
1620759025988,0,204207,5,17.390,-30.790,0.000,255,0,0,0,0,
1620759025988,0,204207,10,15.650,-30.790,0.000,255,0,0,0,0,
1620759025988,0,204207,11,15.899,-31.392,0.000,255,0,0,0,0,
1620759036038,10050,214257,3,17.050,-29.950,0.000,255,0,0,0,0,
1620759036038,0,214257,5,17.390,-30.790,0.000,255,0,0,0,0,
1620759036038,0,214257,10,15.650,-30.790,0.000,255,0,0,0,0,
1620759036038,0,214257,11,15.899,-31.392,0.000,255,0,0,0,0,
1620759046048,10010,224267,10,15.650,-30.790,0.000,255,0,0,0,0,
1620759046048,0,224267,11,15.899,-31.392,0.000,255,0,0,0,0,
1620759046048,0,224267,3,17.050,-29.950,0.000,255,0,0,0,0,
1620759046048,0,224267,5,17.390,-30.790,0.000,255,0,0,0,0,
1620759056087,10039,234306,3,17.050,-29.950,0.000,255,0,0,0,0,
1620759056087,0,234306,5,17.390,-30.790,0.000,255,0,0,0,0,
1620759056087,0,234306,10,15.650,-30.790,0.000,255,0,0,0,0,
1620759056087,0,234306,11,15.899,-31.392,0.000,255,0,0,0,0,
1620759066135,10048,244354,3,17.050,-29.950,0.000,255,0,0,0,0,
1620759066135,0,244354,5,17.390,-30.790,0.000,255,0,0,0,0,
1620759066135,0,244354,10,15.650,-30.790,0.000,255,0,0,0,0,
1620759066135,0,244354,11,15.899,-31.392,0.000,255,0,0,0,0,
1620759076175,10040,254394,10,15.650,-30.790,0.000,255,0,0,0,0,
1620759076175,0,254394,11,15.899,-31.392,0.000,255,0,0,0,0,
1620759076175,0,254394,3,17.050,-29.950,0.000,255,0,0,0,0,
1620759076175,0,254394,5,17.390,-30.790,0.000,255,0,0,0,0,
1620759086187,10012,264406,10,15.650,-30.790,0.000,255,0,0,0,0,
1620759086187,0,264406,11,15.899,-31.392,0.000,255,0,0,0,0,
1620759086187,0,264406,3,17.050,-29.950,0.000,255,0,0,0,0,
1620759086187,0,264406,5,17.390,-30.790,0.000,255,0,0,0,0,
1620759096225,10038,274444,3,17.050,-29.950,0.000,255,0,0,0,0,
1620759096225,0,274444,5,17.390,-30.790,0.000,255,0,0,0,0,
1620759096225,0,274444,10,15.650,-30.790,0.000,255,0,0,0,0,
1620759096225,0,274444,11,15.899,-31.392,0.000,255,0,0,0,0,
1620759106238,10013,284457,10,15.650,-30.790,0.000,255,0,0,0,0,
1620759106238,0,284457,11,15.899,-31.392,0.000,255,0,0,0,0,
1620759106238,0,284457,3,17.050,-29.950,0.000,255,0,0,0,0,
1620759106238,0,284457,5,17.390,-30.790,0.000,255,0,0,0,0,
1620759116303,10065,294522,10,15.650,-30.790,0.000,255,0,0,0,0,
1620759116303,0,294522,11,15.899,-31.392,0.000,255,0,0,0,0,
1620759116303,0,294522,3,17.050,-29.950,0.000,255,0,0,0,0,
1620759116303,0,294522,5,17.390,-30.790,0.000,255,0,0,0,0,
