MAP=/home/rosmaster/MarvelmindSoft/Dashboard/linux/x86/maps/map_2021_05_11__2101.ini
1620766896074,1533794,8074293,0,-16777.217,16711.680,16711.680,0.000,0.000,0.000,0.000,0.000,0.000,5376.000,896.000,-1275068.125,0.000,0.000,0.000,255,0,0,0,0,
